location,origin_date,target_date,output_type_id,value,output_type,target
Merced,2024-10-31,2024-11-30,0,0.73653,cdf,WNV cases
Merced,2024-10-31,2024-11-30,1,0.73653,cdf,WNV cases
Merced,2024-10-31,2024-11-30,2,0.73653,cdf,WNV cases
Merced,2024-10-31,2024-11-30,3,0.73653,cdf,WNV cases
Merced,2024-10-31,2024-11-30,4,0.88859,cdf,WNV cases
Merced,2024-10-31,2024-11-30,5,0.88859,cdf,WNV cases
Merced,2024-10-31,2024-11-30,6,0.88859,cdf,WNV cases
Merced,2024-10-31,2024-11-30,8,0.9473,cdf,WNV cases
Merced,2024-10-31,2024-11-30,10,0.9473,cdf,WNV cases
Merced,2024-10-31,2024-11-30,15,0.98646,cdf,WNV cases
Merced,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Placer,2024-10-31,2024-11-30,0,0.76595,cdf,WNV cases
Placer,2024-10-31,2024-11-30,1,0.76595,cdf,WNV cases
Placer,2024-10-31,2024-11-30,2,0.76595,cdf,WNV cases
Placer,2024-10-31,2024-11-30,3,0.91031,cdf,WNV cases
Placer,2024-10-31,2024-11-30,4,0.91031,cdf,WNV cases
Placer,2024-10-31,2024-11-30,5,0.96142,cdf,WNV cases
Placer,2024-10-31,2024-11-30,6,0.96142,cdf,WNV cases
Placer,2024-10-31,2024-11-30,8,0.9824,cdf,WNV cases
Placer,2024-10-31,2024-11-30,10,0.99169,cdf,WNV cases
Placer,2024-10-31,2024-11-30,15,0.998,cdf,WNV cases
Placer,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,0,0.54878,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,1,0.71053,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,2,0.79948,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,3,0.85593,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,4,0.89421,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,5,0.92111,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,6,0.94047,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,8,0.9653,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,10,0.9793,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,15,0.99392,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,0,0.62532,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,1,0.87191,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,2,0.9466,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,3,0.9837,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,4,0.99225,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,5,0.99733,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,6,0.99865,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,8,0.99974,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,10,0.99995,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,15,1.0,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,0,0.70391,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,1,0.70391,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,2,0.86251,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,3,0.92912,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,4,0.96159,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,5,0.96159,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,6,0.9785,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,8,0.99284,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,10,0.9958,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,15,0.99944,cdf,WNV cases
San Joaquin,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,0,0.75082,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,1,0.95471,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,2,0.98935,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,3,0.99721,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,4,0.99923,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,5,0.99978,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,6,0.99996,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,8,1.0,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,10,1.0,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,15,1.0,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,0,0.66186,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,1,0.66186,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,2,0.82552,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,3,0.82552,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,4,0.90088,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,5,0.90088,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,6,0.94104,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,8,0.96396,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,10,0.97753,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,15,0.99418,cdf,WNV cases
Stanislaus,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Solano,2024-10-31,2024-11-30,0,0.85512,cdf,WNV cases
Solano,2024-10-31,2024-11-30,1,0.85512,cdf,WNV cases
Solano,2024-10-31,2024-11-30,2,0.85512,cdf,WNV cases
Solano,2024-10-31,2024-11-30,3,0.9632,cdf,WNV cases
