location,origin_date,target_date,output_type_id,value,output_type,target
Fresno,2024-09-30,2024-10-31,0,0.60671,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,1,0.66849,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,2,0.86636,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,3,0.907,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,4,0.93701,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,5,0.9484,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,6,0.95483,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,8,0.98701,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,10,0.991,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,15,0.99444,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,200,1.0,cdf,WNV cases
Kern,2024-09-30,2024-10-31,0,0.45391,cdf,WNV cases
Kern,2024-09-30,2024-10-31,1,0.45841,cdf,WNV cases
Kern,2024-09-30,2024-10-31,2,0.72081,cdf,WNV cases
Kern,2024-09-30,2024-10-31,3,0.81322,cdf,WNV cases
Kern,2024-09-30,2024-10-31,4,0.87007,cdf,WNV cases
Kern,2024-09-30,2024-10-31,5,0.88477,cdf,WNV cases
Kern,2024-09-30,2024-10-31,6,0.92163,cdf,WNV cases
Kern,2024-09-30,2024-10-31,8,0.96918,cdf,WNV cases
Kern,2024-09-30,2024-10-31,10,0.98519,cdf,WNV cases
Kern,2024-09-30,2024-10-31,15,0.99211,cdf,WNV cases
Kern,2024-09-30,2024-10-31,200,1.0,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,0,0.16689,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,1,0.79568,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,2,0.83652,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,3,0.88095,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,4,0.93389,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,5,0.94939,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,6,0.95991,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,8,0.97207,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,10,0.98491,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,15,0.99461,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,200,1.0,cdf,WNV cases
Merced,2024-09-30,2024-10-31,0,0.63929,cdf,WNV cases
Merced,2024-09-30,2024-10-31,1,0.64647,cdf,WNV cases
