location,origin_date,target_date,output_type_id,value,output_type,target
Fresno,2024-09-30,2024-10-31,0,0.32378,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,1,0.41378,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,2,0.90506,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,3,0.9364,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,4,0.97273,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,5,0.97866,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,6,0.98276,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,8,0.98833,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,10,0.9905,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,15,0.99623,cdf,WNV cases
Fresno,2024-09-30,2024-10-31,200,1.0,cdf,WNV cases
Kern,2024-09-30,2024-10-31,0,0.34211,cdf,WNV cases
Kern,2024-09-30,2024-10-31,1,0.35096,cdf,WNV cases
Kern,2024-09-30,2024-10-31,2,0.48804,cdf,WNV cases
Kern,2024-09-30,2024-10-31,3,0.74649,cdf,WNV cases
Kern,2024-09-30,2024-10-31,4,0.82122,cdf,WNV cases
Kern,2024-09-30,2024-10-31,5,0.86031,cdf,WNV cases
Kern,2024-09-30,2024-10-31,6,0.9077,cdf,WNV cases
Kern,2024-09-30,2024-10-31,8,0.92835,cdf,WNV cases
Kern,2024-09-30,2024-10-31,10,0.95902,cdf,WNV cases
Kern,2024-09-30,2024-10-31,15,0.99136,cdf,WNV cases
Kern,2024-09-30,2024-10-31,200,1.0,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,0,0.06906,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,1,0.84018,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,2,0.89907,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,3,0.92147,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,4,0.95219,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,5,0.96887,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,6,0.97313,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,8,0.97934,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,10,0.98707,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,15,0.99639,cdf,WNV cases
Los Angeles,2024-09-30,2024-10-31,200,1.0,cdf,WNV cases
Merced,2024-09-30,2024-10-31,0,0.26341,cdf,WNV cases
Merced,2024-09-30,2024-10-31,1,0.28428,cdf,WNV cases
Merced,2024-09-30,2024-10-31,2,0.31077,cdf,WNV cases
Merced,2024-09-30,2024-10-31,3,0.34144,cdf,WNV cases
Merced,2024-09-30,2024-10-31,4,0.58361,cdf,WNV cases
Merced,2024-09-30,2024-10-31,5,0.65204,cdf,WNV cases
Merced,2024-09-30,2024-10-31,6,0.67626,cdf,WNV cases
Merced,2024-09-30,2024-10-31,8,0.78988,cdf,WNV cases
Merced,2024-09-30,2024-10-31,10,0.81783,cdf,WNV cases
Merced,2024-09-30,2024-10-31,15,0.95229,cdf,WNV cases
Merced,2024-09-30,2024-10-31,200,1.0,cdf,WNV cases
Orange,2024-09-30,2024-10-31,0,0.67973,cdf,WNV cases
Orange,2024-09-30,2024-10-31,1,0.94558,cdf,WNV cases
Orange,2024-09-30,2024-10-31,2,0.97475,cdf,WNV cases
Orange,2024-09-30,2024-10-31,3,0.98119,cdf,WNV cases
Orange,2024-09-30,2024-10-31,4,0.99066,cdf,WNV cases
Orange,2024-09-30,2024-10-31,5,0.9932,cdf,WNV cases
Orange,2024-09-30,2024-10-31,6,0.99478,cdf,WNV cases
Orange,2024-09-30,2024-10-31,8,0.99673,cdf,WNV cases
Orange,2024-09-30,2024-10-31,10,0.99746,cdf,WNV cases
Orange,2024-09-30,2024-10-31,15,0.99857,cdf,WNV cases
Orange,2024-09-30,2024-10-31,200,1.0,cdf,WNV cases
Placer,2024-09-30,2024-10-31,0,0.74778,cdf,WNV cases
Placer,2024-09-30,2024-10-31,1,0.75375,cdf,WNV cases
Placer,2024-09-30,2024-10-31,2,0.76036,cdf,WNV cases
