location,origin_date,target_date,output_type_id,value,output_type,target
Fresno,2024-10-31,2024-11-30,0,0.70255,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,1,0.77617,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,2,0.95641,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,3,0.96463,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,4,0.98116,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,5,0.98459,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,6,0.99088,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,8,0.99294,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,10,0.99508,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,15,0.99701,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Kern,2024-10-31,2024-11-30,0,0.5554,cdf,WNV cases
Kern,2024-10-31,2024-11-30,1,0.5616,cdf,WNV cases
Kern,2024-10-31,2024-11-30,2,0.80051,cdf,WNV cases
Kern,2024-10-31,2024-11-30,3,0.82459,cdf,WNV cases
Kern,2024-10-31,2024-11-30,4,0.91623,cdf,WNV cases
Kern,2024-10-31,2024-11-30,5,0.92368,cdf,WNV cases
Kern,2024-10-31,2024-11-30,6,0.96232,cdf,WNV cases
Kern,2024-10-31,2024-11-30,8,0.97014,cdf,WNV cases
Kern,2024-10-31,2024-11-30,10,0.97921,cdf,WNV cases
Kern,2024-10-31,2024-11-30,15,0.98787,cdf,WNV cases
Kern,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,0,0.48168,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,1,0.83612,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,2,0.96151,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,3,0.9742,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,4,0.98581,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,5,0.98771,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,6,0.99182,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,8,0.99446,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,10,0.99614,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,15,0.99787,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Merced,2024-10-31,2024-11-30,0,0.67918,cdf,WNV cases
Merced,2024-10-31,2024-11-30,1,0.69328,cdf,WNV cases
Merced,2024-10-31,2024-11-30,2,0.70691,cdf,WNV cases
