location,origin_date,target_date,output_type_id,value,output_type,target
Merced,2024-10-31,2024-11-30,0,0.87273,cdf,WNV cases
Merced,2024-10-31,2024-11-30,1,0.87273,cdf,WNV cases
Merced,2024-10-31,2024-11-30,2,0.87273,cdf,WNV cases
Merced,2024-10-31,2024-11-30,3,0.87273,cdf,WNV cases
Merced,2024-10-31,2024-11-30,4,0.95393,cdf,WNV cases
Merced,2024-10-31,2024-11-30,5,0.95393,cdf,WNV cases
Merced,2024-10-31,2024-11-30,6,0.95393,cdf,WNV cases
Merced,2024-10-31,2024-11-30,8,0.98028,cdf,WNV cases
Merced,2024-10-31,2024-11-30,10,0.98028,cdf,WNV cases
Merced,2024-10-31,2024-11-30,15,0.9957,cdf,WNV cases
Merced,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Placer,2024-10-31,2024-11-30,0,0.84131,cdf,WNV cases
Placer,2024-10-31,2024-11-30,1,0.84131,cdf,WNV cases
Placer,2024-10-31,2024-11-30,2,0.84131,cdf,WNV cases
Placer,2024-10-31,2024-11-30,3,0.93198,cdf,WNV cases
Placer,2024-10-31,2024-11-30,4,0.93198,cdf,WNV cases
Placer,2024-10-31,2024-11-30,5,0.96595,cdf,WNV cases
Placer,2024-10-31,2024-11-30,6,0.96595,cdf,WNV cases
Placer,2024-10-31,2024-11-30,8,0.98175,cdf,WNV cases
Placer,2024-10-31,2024-11-30,10,0.98988,cdf,WNV cases
Placer,2024-10-31,2024-11-30,15,0.99667,cdf,WNV cases
Placer,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,0,0.75241,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,1,0.85559,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,2,0.9048,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,3,0.93375,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,4,0.95244,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,5,0.96515,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,6,0.97409,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,8,0.98527,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,10,0.99136,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,15,0.99755,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,0,0.66185,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,1,0.81769,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,2,0.8795,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,3,0.92732,cdf,WNV cases
