location,origin_date,target_date,output_type_id,value,output_type,target
Fresno,2024-10-31,2024-11-30,0,0.53445,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,1,0.65908,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,2,0.78924,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,3,0.84884,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,4,0.87317,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,5,0.89377,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,6,0.91875,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,8,0.94663,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,10,0.9645,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,15,0.98096,cdf,WNV cases
Fresno,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Kern,2024-10-31,2024-11-30,0,0.55641,cdf,WNV cases
Kern,2024-10-31,2024-11-30,1,0.57403,cdf,WNV cases
Kern,2024-10-31,2024-11-30,2,0.76081,cdf,WNV cases
Kern,2024-10-31,2024-11-30,3,0.83995,cdf,WNV cases
Kern,2024-10-31,2024-11-30,4,0.86262,cdf,WNV cases
Kern,2024-10-31,2024-11-30,5,0.88286,cdf,WNV cases
Kern,2024-10-31,2024-11-30,6,0.91563,cdf,WNV cases
Kern,2024-10-31,2024-11-30,8,0.94503,cdf,WNV cases
Kern,2024-10-31,2024-11-30,10,0.96262,cdf,WNV cases
Kern,2024-10-31,2024-11-30,15,0.97836,cdf,WNV cases
Kern,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,0,0.56296,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,1,0.8544,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,2,0.88006,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,3,0.89609,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,4,0.91135,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,5,0.92619,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,6,0.94107,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,8,0.95595,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,10,0.97059,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,15,0.98519,cdf,WNV cases
Los Angeles,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Merced,2024-10-31,2024-11-30,0,0.52534,cdf,WNV cases
Merced,2024-10-31,2024-11-30,1,0.54671,cdf,WNV cases
Merced,2024-10-31,2024-11-30,2,0.63625,cdf,WNV cases
Merced,2024-10-31,2024-11-30,3,0.6876,cdf,WNV cases
Merced,2024-10-31,2024-11-30,4,0.81329,cdf,WNV cases
Merced,2024-10-31,2024-11-30,5,0.83884,cdf,WNV cases
Merced,2024-10-31,2024-11-30,6,0.86995,cdf,WNV cases
Merced,2024-10-31,2024-11-30,8,0.91602,cdf,WNV cases
Merced,2024-10-31,2024-11-30,10,0.94941,cdf,WNV cases
Merced,2024-10-31,2024-11-30,15,0.97267,cdf,WNV cases
Merced,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Orange,2024-10-31,2024-11-30,0,0.78022,cdf,WNV cases
Orange,2024-10-31,2024-11-30,1,0.91625,cdf,WNV cases
Orange,2024-10-31,2024-11-30,2,0.93637,cdf,WNV cases
Orange,2024-10-31,2024-11-30,3,0.94732,cdf,WNV cases
Orange,2024-10-31,2024-11-30,4,0.95557,cdf,WNV cases
Orange,2024-10-31,2024-11-30,5,0.96312,cdf,WNV cases
Orange,2024-10-31,2024-11-30,6,0.97055,cdf,WNV cases
Orange,2024-10-31,2024-11-30,8,0.97797,cdf,WNV cases
Orange,2024-10-31,2024-11-30,10,0.98532,cdf,WNV cases
Orange,2024-10-31,2024-11-30,15,0.99261,cdf,WNV cases
Orange,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Placer,2024-10-31,2024-11-30,0,0.75937,cdf,WNV cases
Placer,2024-10-31,2024-11-30,1,0.77633,cdf,WNV cases
Placer,2024-10-31,2024-11-30,2,0.80549,cdf,WNV cases
Placer,2024-10-31,2024-11-30,3,0.91944,cdf,WNV cases
Placer,2024-10-31,2024-11-30,4,0.93423,cdf,WNV cases
Placer,2024-10-31,2024-11-30,5,0.9531,cdf,WNV cases
Placer,2024-10-31,2024-11-30,6,0.96461,cdf,WNV cases
Placer,2024-10-31,2024-11-30,8,0.97374,cdf,WNV cases
Placer,2024-10-31,2024-11-30,10,0.98268,cdf,WNV cases
Placer,2024-10-31,2024-11-30,15,0.99133,cdf,WNV cases
Placer,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,0,0.6595,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,1,0.78872,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,2,0.88117,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,3,0.9025,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,4,0.9151,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,5,0.92733,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,6,0.95213,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,8,0.96413,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,10,0.97618,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,15,0.98774,cdf,WNV cases
Riverside,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,0,0.61234,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,1,0.75255,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,2,0.85627,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,3,0.89288,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,4,0.91184,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,5,0.92933,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,6,0.94523,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,8,0.95938,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,10,0.97337,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,15,0.98652,cdf,WNV cases
Sacramento,2024-10-31,2024-11-30,200,1.0,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,0,0.75273,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,1,0.90177,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,2,0.92718,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,3,0.93919,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,4,0.94824,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,5,0.95702,cdf,WNV cases
San Bernardino,2024-10-31,2024-11-30,6,0.96634,cdf,WNV cases
